net,length_um
u_sram.mem\[59\]\[14\],4.34
net2048,4.34
net2659,4.34
net4189,4.34
net4433,4.34
net5023,4.34
_04197_,4.32
_04812_,4.32
_06233_,4.32
_08207_,4.32
_08983_,4.32
_10262_,4.32
_13492_,4.32
_13716_,4.32
u_sram.mem\[18\]\[14\],4.32
u_sram.mem\[33\]\[30\],4.32
u_sram.mem\[34\]\[13\],4.32
_03368_,4.315
_10845_,4.31
_06692_,4.3
_02859_,4.295
net2352,4.295
_01679_,4.285
net1324,4.285
_00191_,4.27
_00462_,4.265
_00635_,4.265
_00654_,4.265
_01096_,4.265
_01267_,4.265
_02415_,4.265
_02561_,4.265
_02604_,4.265
_02694_,4.265
_03348_,4.265
_03710_,4.265
net164,4.265
net426,4.265
net4159,4.265
_08898_,4.25
_00470_,4.24
_00624_,4.24
_00658_,4.24
_01240_,4.24
_01875_,4.24
_02303_,4.24
_02640_,4.24
_03173_,4.24
_03507_,4.24
_04080_,4.24
_04221_,4.24
_04813_,4.24
_05097_,4.24
_05218_,4.24
_05664_,4.24
_08536_,4.24
_09249_,4.24
_09681_,4.24
_09879_,4.24
_10241_,4.24
_10299_,4.24
_10419_,4.24
_11110_,4.24
_11238_,4.24
_11415_,4.24
_11534_,4.24
_11678_,4.24
_11803_,4.24
_11837_,4.24
_12209_,4.24
_12217_,4.24
_14018_,4.24
_14043_,4.24
_14457_,4.24
net105,4.24
net268,4.24
net372,4.24
net412,4.24
net744,4.24
net787,4.24
net867,4.24
net919,4.24
net1025,4.24
net1073,4.24
net1128,4.24
net1254,4.24
net1263,4.24
net1319,4.24
net1457,4.24
net1491,4.24
net1512,4.24
net1743,4.24
net2218,4.24
net2228,4.24
net2592,4.24
net2640,4.24
net2676,4.24
net2885,4.24
net3087,4.24
net3216,4.24
net3651,4.24
_02360_,4.22
_04695_,4.22
_05133_,4.22
_06261_,4.22
_06943_,4.22
_07396_,4.22
_08328_,4.22
_08930_,4.22
_09715_,4.22
_10889_,4.22
_11771_,4.22
_11872_,4.22
_13183_,4.22
_14030_,4.22
_14281_,4.22
u_sram.mem\[41\]\[22\],4.22
net713,4.22
net2667,4.22
net4287,4.22
net5104,4.22
_11756_,4.215
_04530_,4.2
_05956_,4.2
_06513_,4.2
_07799_,4.2
_08633_,4.2
_08991_,4.2
_10090_,4.2
_10466_,4.2
_10994_,4.2
_11137_,4.2
_11313_,4.2
_11628_,4.2
_11638_,4.2
_11716_,4.2
_13535_,4.2
_14280_,4.2
net196,4.2
net792,4.2
net1522,4.2
net2083,4.2
net2387,4.2
net2496,4.2
net3512,4.2
net4087,4.2
_02377_,4.185
_01860_,4.18
_00019_,4.165
_00504_,4.165
_00542_,4.165
_00619_,4.165
_00653_,4.165
_00700_,4.165
_00936_,4.165
_00999_,4.165
_01053_,4.165
_01142_,4.165
_01275_,4.165
_01515_,4.165
_01593_,4.165
_01617_,4.165
_01984_,4.165
_02132_,4.165
_02270_,4.165
_02488_,4.165
_02494_,4.165
_02563_,4.165
_02641_,4.165
_02695_,4.165
_02713_,4.165
_02808_,4.165
_02949_,4.165
_03220_,4.165
_03256_,4.165
_03462_,4.165
_03586_,4.165
_03752_,4.165
_04164_,4.165
_04239_,4.165
net450,4.165
net874,4.165
net1346,4.165
net1535,4.165
net2030,4.165
net4061,4.165
net4435,4.165
net4566,4.165
net4640,4.165
net4677,4.165
_00253_,4.15
_00279_,4.15
_00296_,4.15
_00578_,4.145
_00583_,4.145
_01624_,4.145
_01680_,4.145
_01851_,4.145
_02852_,4.145
_03714_,4.145
_01481_,4.14
_05445_,4.14
_06099_,4.14
_07144_,4.14
_09741_,4.14
_11918_,4.14
_13520_,4.14
_13715_,4.14
_14308_,4.14
u_interconnect.m_axi_awaddr\[23\],4.14
net3910,4.14
net4930,4.14
_01242_,4.125
_04178_,4.125
_00257_,4.12
_03318_,4.12
_04034_,4.12
_04333_,4.12
_06406_,4.12
_06934_,4.12
_06963_,4.12
_07812_,4.12
_07867_,4.12
_08002_,4.12
_08562_,4.12
_08751_,4.12
_09702_,4.12
_09837_,4.12
_10289_,4.12
_10476_,4.12
net2610,4.12
net3346,4.12
net3821,4.12
net4569,4.12
net5007,4.12
net5077,4.12
net5080,4.12
net5091,4.12
net5092,4.12
net5137,4.12
u_sram.mem\[19\]\[1\],4.115
_01089_,4.1
_04049_,4.1
_04838_,4.1
_06198_,4.1
_07173_,4.1
_07871_,4.1
_09280_,4.1
_10837_,4.1
_11229_,4.1
_14532_,4.1
u_interconnect.s0_axi_rdata\[11\],4.1
u_sram.mem\[12\]\[30\],4.1
u_sram.mem\[24\]\[12\],4.1
u_sram.mem\[30\]\[16\],4.1
u_sram.mem\[40\]\[29\],4.1
u_sram.mem\[62\]\[22\],4.1
u_sram.mem\[7\]\[0\],4.1
net694,4.1
net2882,4.1
_01516_,4.095
_02738_,4.095
_01852_,4.085
_01863_,4.085
_04611_,4.08
net375,4.08
_00175_,4.07
_00650_,4.065
_00905_,4.065
_02855_,4.065
_03793_,4.065
_00166_,4.05
_00468_,4.045
_00589_,4.045
_02868_,4.045
net560,4.045
net2176,4.045
net3758,4.045
net4161,4.045
_02513_,4.025
_02722_,4.025
_03634_,4.025
_00044_,4.02
_00724_,4.02
_00835_,4.02
_01375_,4.02
_01467_,4.02
_01501_,4.02
_01535_,4.02
_01756_,4.02
_01807_,4.02
_01820_,4.02
_01917_,4.02
_02263_,4.02
_02348_,4.02
_02888_,4.02
_02932_,4.02
_02955_,4.02
_02972_,4.02
_03079_,4.02
_03818_,4.02
_03841_,4.02
_03844_,4.02
_03865_,4.02
_03896_,4.02
_03898_,4.02
_03923_,4.02
_04043_,4.02
_04090_,4.02
_04097_,4.02
_04138_,4.02
_04208_,4.02
_04210_,4.02
_04278_,4.02
_04814_,4.02
_05275_,4.02
_05395_,4.02
_05873_,4.02
_06297_,4.02
_06529_,4.02
_06625_,4.02
_06655_,4.02
_06666_,4.02
_06842_,4.02
_07644_,4.02
_07934_,4.02
_08172_,4.02
_08273_,4.02
_08277_,4.02
_08390_,4.02
_08895_,4.02
_08988_,4.02
_09597_,4.02
_09655_,4.02
_09955_,4.02
_12924_,4.02
_12947_,4.02
_13803_,4.02
_14164_,4.02
cpu_mem_wdata\[26\],4.02
net15,4.02
net39,4.02
net4899,4.02
_04335_,4.015
_00795_,4
_00812_,4
_00855_,4
_01169_,4
_01174_,4
_01315_,4
_01420_,4
_01764_,4
_01798_,4
_02087_,4
_02119_,4
_02227_,4
_02490_,4
_02923_,4
_02982_,4
_03074_,4
_03080_,4
_03137_,4
_03142_,4
_03147_,4
_03153_,4
_03561_,4
_03856_,4
_03884_,4
_04011_,4
_04129_,4
_04130_,4
_04217_,4
_04328_,4
_04461_,4
_04858_,4
_05074_,4
_05115_,4
_05544_,4
_05646_,4
_05652_,4
_06445_,4
_06479_,4
_06617_,4
_07373_,4
_07858_,4
_07862_,4
_08141_,4
_08244_,4
_08263_,4
_08287_,4
_08290_,4
_08338_,4
_08484_,4
_09291_,4
_09554_,4
_09562_,4
_09700_,4
_09819_,4
_09862_,4
_09873_,4
_10001_,4
_10137_,4
_10191_,4
_10214_,4
_10272_,4
_10456_,4
_10509_,4
_11214_,4
_11262_,4
_11822_,4
_12076_,4
_12089_,4
_12122_,4
_12134_,4
_13493_,4
_13510_,4
cpu_mem_instr,4
cpu_mem_wdata\[30\],4
u_cpu.count_cycle\[16\],4
u_cpu.pcpi_rs1\[24\],4
u_cpu.reg_out\[1\],4
u_interconnect.m_axi_araddr\[27\],4
u_interconnect.m_axi_awaddr\[12\],4
u_interconnect.s0_axi_rdata\[21\],4
u_sram.mem\[10\]\[7\],4
u_sram.mem\[11\]\[28\],4
u_sram.mem\[18\]\[10\],4
u_sram.mem\[18\]\[5\],4
u_sram.mem\[23\]\[14\],4
u_sram.mem\[23\]\[26\],4
u_sram.mem\[2\]\[3\],4
u_sram.mem\[30\]\[7\],4
u_sram.mem\[35\]\[0\],4
u_sram.mem\[36\]\[2\],4
u_sram.mem\[42\]\[22\],4
u_sram.mem\[52\]\[2\],4
u_sram.mem\[53\]\[13\],4
u_sram.mem\[5\]\[26\],4
u_sram.mem\[5\]\[4\],4
u_sram.mem\[63\]\[15\],4
u_sram.mem\[63\]\[29\],4
u_sram.mem\[63\]\[31\],4
u_sram.mem\[9\]\[27\],4
u_uart.u_rx.bit_cnt\[2\],4
u_uart.u_rx.shift_reg\[2\],4
net260,4
net1385,4
net1396,4
net1458,4
net1813,4
net2650,4
net2977,4
net3231,4
net3268,4
net3291,4
net3465,4
net3476,4
net3531,4
net4102,4
net4538,4
net4834,4
net4962,4
net5016,4
_13011_,3.99
_02014_,3.98
_02375_,3.98
_06490_,3.98
_08378_,3.98
_10558_,3.98
_12038_,3.98
u_cpu.is_alu_reg_reg,3.98
u_sram.mem\[43\]\[17\],3.98
u_sram.mem\[6\]\[17\],3.98
net4512,3.98
_01557_,3.975
_00491_,3.965
_00613_,3.965
_00672_,3.965
_00881_,3.965
_01088_,3.965
_01198_,3.965
_01695_,3.965
_01930_,3.965
_01989_,3.965
_02069_,3.965
_02252_,3.965
_02781_,3.965
_02892_,3.965
_03205_,3.965
_03384_,3.965
_03451_,3.965
_03741_,3.965
_03826_,3.965
_00600_,3.955
net4815,3.955
_00426_,3.925
_00431_,3.925
_00469_,3.925
_00471_,3.925
_00486_,3.925
_00545_,3.925
_00622_,3.925
_00623_,3.925
_00643_,3.925
_00683_,3.925
_00715_,3.925
_00848_,3.925
_01097_,3.925
_01120_,3.925
_01133_,3.925
_01311_,3.925
_01314_,3.925
_01379_,3.925
_01529_,3.925
_01530_,3.925
_01619_,3.925
_01708_,3.925
_02060_,3.925
_02106_,3.925
_02182_,3.925
_02339_,3.925
_02345_,3.925
_02410_,3.925
_02511_,3.925
_02512_,3.925
_02665_,3.925
_02827_,3.925
_03221_,3.925
_03253_,3.925
_03280_,3.925
_03411_,3.925
_03584_,3.925
_03709_,3.925
_03785_,3.925
net1639,3.925
net4153,3.925
net4632,3.925
net4821,3.925
net5088,3.925
_01284_,3.9
_01642_,3.9
_01683_,3.9
_02034_,3.9
_02501_,3.9
_02560_,3.9
_02777_,3.9
_03029_,3.9
_03775_,3.9
_03835_,3.9
_05251_,3.9
_05565_,3.9
_06223_,3.9
_06436_,3.9
_06645_,3.9
_06710_,3.9
_06799_,3.9
_07012_,3.9
_08456_,3.9
_08508_,3.9
_09074_,3.9
_11304_,3.9
_11485_,3.9
_12092_,3.9
_13474_,3.9
_13801_,3.9
_14003_,3.9
_14391_,3.9
_14474_,3.9
u_sram.mem\[29\]\[2\],3.9
u_uart.u_rx.clk_cnt\[7\],3.9
net4662,3.895
_01253_,3.88
_04137_,3.88
_04507_,3.88
_04590_,3.88
_04839_,3.88
_04927_,3.88
_04929_,3.88
_04976_,3.88
_05013_,3.88
_05084_,3.88
_05209_,3.88
_05268_,3.88
_06011_,3.88
_06151_,3.88
_06400_,3.88
_06451_,3.88
_06633_,3.88
_06796_,3.88
_07556_,3.88
_08223_,3.88
_08359_,3.88
_08624_,3.88
_08680_,3.88
_09202_,3.88
_09359_,3.88
_09406_,3.88
_09410_,3.88
_09569_,3.88
_09603_,3.88
_09921_,3.88
_10335_,3.88
_10387_,3.88
_10398_,3.88
_10718_,3.88
_11260_,3.88
_11720_,3.88
_11966_,3.88
_12211_,3.88
_13104_,3.88
_13162_,3.88
_13191_,3.88
_13324_,3.88
_13533_,3.88
_13667_,3.88
_14016_,3.88
_14158_,3.88
_14323_,3.88
u_cpu.mem_rdata_q\[15\],3.88
u_sram.mem\[11\]\[10\],3.88
u_sram.mem\[20\]\[11\],3.88
u_sram.mem\[33\]\[1\],3.88
u_sram.mem\[34\]\[6\],3.88
u_sram.mem\[35\]\[14\],3.88
u_sram.mem\[39\]\[11\],3.88
net18,3.88
net924,3.88
net2111,3.88
net2574,3.88
net3221,3.88
net4181,3.88
net4239,3.88
net4526,3.88
net5026,3.88
net5060,3.88
net5161,3.88
_10623_,3.875
_00067_,3.86
_06041_,3.86
_09967_,3.86
_11845_,3.86
u_sram.mem\[21\]\[13\],3.86
u_sram.mem\[23\]\[25\],3.86
u_sram.mem\[63\]\[8\],3.86
_00788_,3.845
net4333,3.845
net4571,3.84
_02925_,3.815
_00413_,3.81
_00580_,3.805
_01139_,3.805
_01675_,3.805
_01947_,3.805
_02023_,3.805
_02288_,3.805
_02566_,3.805
_02751_,3.805
_02765_,3.805
_03382_,3.805
_03425_,3.805
_03509_,3.805
_03629_,3.805
_03759_,3.805
_03988_,3.805
_09206_,3.805
net1010,3.805
u_uart.u_rx.clk_cnt\[8\],3.8
_06463_,3.79
_00438_,3.785
_01224_,3.78
_01849_,3.78
_02082_,3.78
_02403_,3.78
_02405_,3.78
_03194_,3.78
_03355_,3.78
_03572_,3.78
_03597_,3.78
_04184_,3.78
_04674_,3.78
_07623_,3.78
_08158_,3.78
_09744_,3.78
_10046_,3.78
_10153_,3.78
_10327_,3.78
_10822_,3.78
_11052_,3.78
_11422_,3.78
_11555_,3.78
_11633_,3.78
_11655_,3.78
_11832_,3.78
_11974_,3.78
_12164_,3.78
_13696_,3.78
_13977_,3.78
_13986_,3.78
net605,3.78
net641,3.78
net998,3.78
net1074,3.78
net1258,3.78
net1323,3.78
net1660,3.78
net1667,3.78
net1929,3.78
net1991,3.78
net2147,3.78
net2181,3.78
net2565,3.78
net2680,3.78
net2735,3.78
net2739,3.78
net2978,3.78
net3230,3.78
net3560,3.78
net3763,3.78
_06773_,3.77
_00074_,3.76
_00802_,3.76
_07157_,3.76
_09220_,3.76
u_interconnect.m_axi_awaddr\[9\],3.76
_01000_,3.755
_02977_,3.755
_04236_,3.755
u_sram.mem\[14\]\[9\],3.755
net2454,3.755
_05122_,3.74
_05928_,3.74
_11105_,3.74
_11279_,3.74
_12075_,3.74
_13173_,3.74
net1837,3.74
net2595,3.74
_00276_,3.71
_00448_,3.705
_00492_,3.705
_00513_,3.705
_00674_,3.705
_00947_,3.705
_00992_,3.705
_01155_,3.705
_01211_,3.705
_01301_,3.705
_01398_,3.705
_01671_,3.705
_01903_,3.705
_01952_,3.705
_02022_,3.705
_02053_,3.705
_02196_,3.705
_02349_,3.705
_02351_,3.705
_02353_,3.705
_02357_,3.705
_02358_,3.705
_02361_,3.705
_02797_,3.705
_02829_,3.705
_02860_,3.705
_02922_,3.705
_03236_,3.705
_03370_,3.705
_03439_,3.705
_03747_,3.705
_03804_,3.705
_04000_,3.705
_04290_,3.705
net1266,3.705
net1735,3.705
net1758,3.705
net3746,3.705
net4438,3.705
net4504,3.705
net4521,3.705
net4553,3.705
net4816,3.705
_00927_,3.685
_02257_,3.685
_02599_,3.685
_03343_,3.685
_03349_,3.685
_03495_,3.685
_04065_,3.685
_04175_,3.685
_01413_,3.68
_01415_,3.68
_01423_,3.68
_04313_,3.68
_04606_,3.68
_04656_,3.68
_04702_,3.68
_04857_,3.68
_04941_,3.68
_05483_,3.68
_05578_,3.68
_05579_,3.68
_05714_,3.68
_05854_,3.68
_06053_,3.68
_07303_,3.68
_07612_,3.68
_07906_,3.68
_07950_,3.68
_08122_,3.68
_08163_,3.68
_08912_,3.68
_09236_,3.68
_10701_,3.68
_11170_,3.68
_11704_,3.68
_12207_,3.68
_12962_,3.68
_13854_,3.68
_14100_,3.68
_14455_,3.68
_14519_,3.68
_14586_,3.68
net643,3.68
net1852,3.68
net5160,3.68
_00217_,3.66
_03104_,3.66
_03155_,3.66
_03159_,3.66
_05090_,3.66
_07656_,3.66
_08944_,3.66
_09094_,3.66
_09287_,3.66
_11236_,3.66
_11506_,3.66
_11858_,3.66
_11927_,3.66
_12141_,3.66
net857,3.66
net1183,3.66
net3558,3.66
net3897,3.66
net4063,3.66
net5110,3.66
_08808_,3.65
_00241_,3.64
_00411_,3.64
_05293_,3.64
_05440_,3.64
_06531_,3.64
_10044_,3.64
_10520_,3.64
_11957_,3.64
_13177_,3.64
_00566_,3.635
_01871_,3.635
net1496,3.635
_10332_,3.63
net2017,3.625
_03180_,3.62
_06095_,3.62
_00069_,3.61
_00079_,3.61
_01588_,3.605
_01945_,3.605
_02769_,3.605
_03683_,3.605
_03784_,3.605
_08878_,3.6
_00210_,3.59
_00213_,3.59
_00243_,3.59
_00318_,3.59
_00362_,3.59
_01098_,3.585
_01251_,3.585
_01278_,3.585
_01604_,3.585
_02185_,3.585
_02195_,3.585
_02294_,3.585
_03244_,3.585
_03336_,3.585
_03518_,3.585
_03748_,3.585
_04244_,3.585
net4271,3.585
net4875,3.585
_00254_,3.57
_01703_,3.565
_00728_,3.56
_00749_,3.56
_00765_,3.56
_00776_,3.56
_00790_,3.56
_00794_,3.56
_00889_,3.56
_00982_,3.56
_01012_,3.56
_01015_,3.56
_01017_,3.56
_01162_,3.56
_01322_,3.56
_01324_,3.56
_01339_,3.56
_01393_,3.56
_01539_,3.56
_01550_,3.56
_01631_,3.56
_01763_,3.56
_01804_,3.56
_01818_,3.56
_01920_,3.56
_02508_,3.56
_03016_,3.56
_03024_,3.56
_03026_,3.56
_03040_,3.56
_03059_,3.56
_03062_,3.56
_03066_,3.56
_03071_,3.56
_03072_,3.56
_03409_,3.56
_03475_,3.56
_03665_,3.56
_03676_,3.56
_03812_,3.56
_03831_,3.56
_03840_,3.56
_03843_,3.56
_04015_,3.56
_04018_,3.56
_04030_,3.56
_04032_,3.56
_04101_,3.56
_04112_,3.56
_04115_,3.56
_04123_,3.56
_04127_,3.56
_04128_,3.56
_05095_,3.56
_06074_,3.56
_06267_,3.56
_06478_,3.56
_06664_,3.56
_07991_,3.56
_08352_,3.56
_08358_,3.56
_08479_,3.56
_08579_,3.56
_08632_,3.56
_09134_,3.56
_09329_,3.56
_09747_,3.56
_10205_,3.56
_10338_,3.56
_10426_,3.56
_10609_,3.56
_10762_,3.56
_10763_,3.56
_10896_,3.56
_11003_,3.56
_11624_,3.56
_11663_,3.56
_11717_,3.56
_14446_,3.56
u_sram.mem\[43\]\[23\],3.56
_00015_,3.54
_00740_,3.54
_00785_,3.54
_00787_,3.54
_00827_,3.54
_00972_,3.54
_00985_,3.54
_01164_,3.54
_01334_,3.54
_01809_,3.54
_01912_,3.54
_03015_,3.54
_03088_,3.54
_03121_,3.54
_03160_,3.54
_03169_,3.54
_03830_,3.54
_03893_,3.54
_04083_,3.54
_04093_,3.54
_04114_,3.54
_04218_,3.54
_04326_,3.54
_04614_,3.54
_04653_,3.54
_05637_,3.54
_05882_,3.54
_05946_,3.54
_06009_,3.54
_06097_,3.54
_06174_,3.54
_06252_,3.54
_06369_,3.54
_06589_,3.54
_06685_,3.54
_06744_,3.54
_07891_,3.54
_07935_,3.54
_08195_,3.54
_08239_,3.54
_08252_,3.54
_08269_,3.54
_08397_,3.54
_08759_,3.54
_09266_,3.54
_09273_,3.54
_09492_,3.54
_09979_,3.54
_10164_,3.54
_10232_,3.54
_10265_,3.54
_10294_,3.54
_10508_,3.54
_10531_,3.54
_10573_,3.54
_10920_,3.54
_10931_,3.54
_11772_,3.54
_11898_,3.54
_11961_,3.54
_11982_,3.54
_12152_,3.54
_13087_,3.54
_13093_,3.54
_13095_,3.54
_13496_,3.54
_13559_,3.54
_13626_,3.54
_13870_,3.54
_14163_,3.54
cpu_mem_wdata\[1\],3.54
u_cpu.instr_auipc,3.54
u_cpu.mem_rdata_q\[18\],3.54
u_cpu.mem_rdata_q\[19\],3.54
u_cpu.mem_rdata_q\[27\],3.54
u_cpu.mem_rdata_q\[3\],3.54
u_cpu.reg_sh\[1\],3.54
u_interconnect.s0_axi_rdata\[26\],3.54
u_interconnect.s0_axi_rdata\[6\],3.54
u_interconnect.s1_axi_rdata\[8\],3.54
u_sram.mem\[10\]\[12\],3.54
u_sram.mem\[11\]\[12\],3.54
u_sram.mem\[11\]\[19\],3.54
u_sram.mem\[11\]\[4\],3.54
u_sram.mem\[12\]\[15\],3.54
u_sram.mem\[12\]\[21\],3.54
u_sram.mem\[14\]\[10\],3.54
u_sram.mem\[17\]\[28\],3.54
u_sram.mem\[18\]\[1\],3.54
u_sram.mem\[1\]\[11\],3.54
u_sram.mem\[1\]\[2\],3.54
u_sram.mem\[1\]\[3\],3.54
u_sram.mem\[20\]\[24\],3.54
u_sram.mem\[20\]\[25\],3.54
u_sram.mem\[20\]\[5\],3.54
u_sram.mem\[22\]\[12\],3.54
u_sram.mem\[23\]\[0\],3.54
u_sram.mem\[23\]\[3\],3.54
u_sram.mem\[26\]\[18\],3.54
u_sram.mem\[27\]\[15\],3.54
u_sram.mem\[27\]\[1\],3.54
u_sram.mem\[27\]\[23\],3.54
u_sram.mem\[27\]\[31\],3.54
u_sram.mem\[32\]\[26\],3.54
u_sram.mem\[34\]\[2\],3.54
u_sram.mem\[34\]\[30\],3.54
u_sram.mem\[47\]\[1\],3.54
u_sram.mem\[47\]\[5\],3.54
u_sram.mem\[48\]\[30\],3.54
u_sram.mem\[4\]\[24\],3.54
u_sram.mem\[4\]\[2\],3.54
u_sram.mem\[52\]\[10\],3.54
u_sram.mem\[53\]\[1\],3.54
u_sram.mem\[53\]\[9\],3.54
u_sram.mem\[54\]\[0\],3.54
u_sram.mem\[57\]\[5\],3.54
u_sram.mem\[57\]\[9\],3.54
u_sram.mem\[58\]\[7\],3.54
u_sram.mem\[5\]\[16\],3.54
u_sram.mem\[5\]\[17\],3.54
u_sram.mem\[63\]\[0\],3.54
u_sram.mem\[63\]\[2\],3.54
u_sram.mem\[63\]\[7\],3.54
u_sram.mem\[7\]\[30\],3.54
u_sram.mem\[7\]\[3\],3.54
u_sram.mem\[8\]\[0\],3.54
u_sram.mem\[8\]\[28\],3.54
u_sram.mem\[9\]\[2\],3.54
u_uart.rx_data_raw\[7\],3.54
u_uart.u_tx.shift_reg\[4\],3.54
net38,3.54
net195,3.54
net435,3.54
net448,3.54
net808,3.54
net871,3.54
net1032,3.54
net1091,3.54
net1443,3.54
net1473,3.54
net1525,3.54
net1673,3.54
net1992,3.54
net2210,3.54
net3267,3.54
net3285,3.54
net3384,3.54
net3390,3.54
net4091,3.54
net4144,3.54
net4976,3.54
net5008,3.54
_01019_,3.52
_02425_,3.52
_03849_,3.52
_06649_,3.52
_14050_,3.52
u_sram.mem\[60\]\[29\],3.52
_01859_,3.515
_01922_,3.515
_02080_,3.515
_12983_,3.515
net712,3.515
_00651_,3.505
_00677_,3.505
_01359_,3.505
_01377_,3.505
_01654_,3.505
_01701_,3.505
_01928_,3.505
_02032_,3.505
_02530_,3.505
_02953_,3.505
_03191_,3.505
_03659_,3.505
_03774_,3.505
_04167_,3.505
net4476,3.505
_02883_,3.485
_00365_,3.47
_00011_,3.465
_00421_,3.465
_00429_,3.465
_00485_,3.465
_00617_,3.465
_00995_,3.465
_01099_,3.465
_01128_,3.465
_01188_,3.465
_01231_,3.465
_01233_,3.465
_01372_,3.465
_01380_,3.465
_01383_,3.465
_01526_,3.465
_01532_,3.465
_01612_,3.465
_01620_,3.465
_01678_,3.465
_01709_,3.465
_01718_,3.465
_01864_,3.465
_01885_,3.465
_01941_,3.465
_01962_,3.465
_01995_,3.465
_02000_,3.465
_02006_,3.465
_02016_,3.465
_02098_,3.465
_02244_,3.465
_02291_,3.465
_02344_,3.465
_02350_,3.465
_02368_,3.465
_02378_,3.465
_02393_,3.465
_02407_,3.465
_02495_,3.465
_02653_,3.465
_02697_,3.465
_02701_,3.465
_02705_,3.465
_02716_,3.465
_02832_,3.465
_02853_,3.465
_02882_,3.465
_02937_,3.465
_02957_,3.465
_03202_,3.465
_03278_,3.465
_03286_,3.465
_03324_,3.465
_03359_,3.465
_03407_,3.465
_03458_,3.465
_03519_,3.465
_03524_,3.465
_03626_,3.465
_03667_,3.465
_03707_,3.465
_03711_,3.465
_03716_,3.465
_03998_,3.465
_04071_,3.465
_04074_,3.465
_04168_,3.465
_04254_,3.465
_01362_,3.44
_01687_,3.44
_02658_,3.44
_03135_,3.44
_03447_,3.44
_03795_,3.44
_04321_,3.44
_04383_,3.44
_04826_,3.44
_04953_,3.44
_05221_,3.44
_07953_,3.44
_08356_,3.44
_08686_,3.44
_09560_,3.44
_10392_,3.44
_10438_,3.44
_10548_,3.44
_10971_,3.44
_11861_,3.44
_11948_,3.44
_13220_,3.44
_13379_,3.44
_13767_,3.44
_13823_,3.44
_14061_,3.44
_14255_,3.44
_14495_,3.44
b_state\[0\],3.44
u_cpu.count_instr\[19\],3.44
u_cpu.reg_next_pc\[2\],3.44
u_sram.mem\[20\]\[14\],3.44
net4519,3.44
net4675,3.44
net2886,3.43
_00725_,3.42
_01005_,3.42
_04392_,3.42
_04418_,3.42
_04505_,3.42
_04720_,3.42
_05089_,3.42
_05258_,3.42
_05473_,3.42
_05835_,3.42
_06061_,3.42
_06273_,3.42
_06429_,3.42
_06459_,3.42
_06511_,3.42
_06552_,3.42
_06567_,3.42
_06739_,3.42
_06762_,3.42
_07682_,3.42
_07992_,3.42
_08128_,3.42
_08275_,3.42
_08293_,3.42
_08447_,3.42
_08663_,3.42
_08871_,3.42
_09518_,3.42
_09945_,3.42
_09975_,3.42
_10346_,3.42
_10410_,3.42
_10468_,3.42
_10877_,3.42
_11046_,3.42
_11705_,3.42
_12095_,3.42
_12239_,3.42
_12261_,3.42
_12928_,3.42
_13517_,3.42
_13552_,3.42
_14490_,3.42
u_cpu.alu_out\[0\],3.42
u_cpu.reg_out\[0\],3.42
u_sram.mem\[13\]\[22\],3.42
u_uart.tx_valid,3.42
net1112,3.42
net1203,3.42
net2784,3.42
net2876,3.42
net3822,3.42
net4081,3.42
net4131,3.42
net4989,3.42
_01346_,3.4
_02423_,3.4
_03067_,3.4
_03082_,3.4
_03940_,3.4
_04160_,3.4
u_sram.mem\[23\]\[15\],3.4
_11140_,3.38
_00332_,3.37
_00096_,3.35
_00109_,3.35
_00229_,3.35
_00427_,3.345
_00524_,3.345
_00584_,3.345
_00606_,3.345
_00680_,3.345
_00717_,3.345
_00909_,3.345
_00941_,3.345
_01144_,3.345
_01146_,3.345
_01147_,3.345
_01897_,3.345
_02013_,3.345
_02138_,3.345
_02147_,3.345
_02148_,3.345
_02152_,3.345
_02157_,3.345
_02159_,3.345
_02226_,3.345
_02283_,3.345
_02325_,3.345
_02622_,3.345
_02656_,3.345
_02696_,3.345
_02707_,3.345
_02708_,3.345
_02714_,3.345
_02752_,3.345
_02812_,3.345
_02834_,3.345
_02935_,3.345
_03258_,3.345
_03272_,3.345
_03299_,3.345
_03388_,3.345
_03522_,3.345
_03534_,3.345
_03582_,3.345
_03596_,3.345
_03681_,3.345
_03719_,3.345
_03746_,3.345
_03986_,3.345
_04173_,3.345
net1980,3.345
_00697_,3.32
_00844_,3.32
_01084_,3.32
_01950_,3.32
_02044_,3.32
_02572_,3.32
_02909_,3.32
_03450_,3.32
_04177_,3.32
_04185_,3.32
_04525_,3.32
_05159_,3.32
_06002_,3.32
_06047_,3.32
_08673_,3.32
_08833_,3.32
_09561_,3.32
_09724_,3.32
_09738_,3.32
_09799_,3.32
_09800_,3.32
_09847_,3.32
_09981_,3.32
_10490_,3.32
_10498_,3.32
_10546_,3.32
_10720_,3.32
_10787_,3.32
_10894_,3.32
_10895_,3.32
_11293_,3.32
_11468_,3.32
_11476_,3.32
_11484_,3.32
_11631_,3.32
_12099_,3.32
_12210_,3.32
_12930_,3.32
_13584_,3.32
_13648_,3.32
_14382_,3.32
_14462_,3.32
u_cpu.alu_out\[11\],3.32
net294,3.32
net686,3.32
net1162,3.32
net1197,3.32
net1438,3.32
net1625,3.32
net1945,3.32
net1994,3.32
net2011,3.32
net2572,3.32
net2740,3.32
net2794,3.32
net2844,3.32
net2868,3.32
net2914,3.32
net2949,3.32
net3107,3.32
net3245,3.32
net3360,3.32
net3522,3.32
net3544,3.32
net3545,3.32
