net,length_um
net3001,5.06
net3002,5.06
net3003,5.06
net3005,5.06
net3014,5.06
net3016,5.06
net3036,5.06
net3039,5.06
net3042,5.06
net3062,5.06
net3064,5.06
net3069,5.06
net3070,5.06
net3073,5.06
net3075,5.06
net3083,5.06
net3085,5.06
net3110,5.06
net3111,5.06
net3117,5.06
net3124,5.06
net3129,5.06
net3141,5.06
net3146,5.06
net3148,5.06
net3151,5.06
net3164,5.06
net3171,5.06
net3179,5.06
net3186,5.06
net3187,5.06
net3197,5.06
net3198,5.06
net3199,5.06
net3200,5.06
net3201,5.06
net3212,5.06
net3213,5.06
net3224,5.06
net3228,5.06
net3238,5.06
net3249,5.06
net3251,5.06
net3252,5.06
net3256,5.06
net3261,5.06
net3275,5.06
net3292,5.06
net3304,5.06
net3311,5.06
net3312,5.06
net3314,5.06
net3316,5.06
net3319,5.06
net3321,5.06
net3324,5.06
net3326,5.06
net3331,5.06
net3336,5.06
net3351,5.06
net3352,5.06
net3357,5.06
net3362,5.06
net3370,5.06
net3380,5.06
net3389,5.06
net3391,5.06
net3399,5.06
net3402,5.06
net3407,5.06
net3409,5.06
net3414,5.06
net3420,5.06
net3423,5.06
net3424,5.06
net3434,5.06
net3437,5.06
net3439,5.06
net3452,5.06
net3453,5.06
net3471,5.06
net3472,5.06
net3479,5.06
net3496,5.06
net3497,5.06
net3511,5.06
net3519,5.06
net3525,5.06
net3534,5.06
net3535,5.06
net3536,5.06
net3542,5.06
net3552,5.06
net3568,5.06
net3576,5.06
net3579,5.06
net3580,5.06
net3592,5.06
net3612,5.06
net3615,5.06
net3616,5.06
net3621,5.06
net3626,5.06
net3629,5.06
net3630,5.06
net3636,5.06
net3643,5.06
net3649,5.06
net3656,5.06
net3666,5.06
net3675,5.06
net3677,5.06
net3693,5.06
net3698,5.06
net3702,5.06
net3707,5.06
net3720,5.06
net3728,5.06
net3747,5.06
net3785,5.06
net3792,5.06
net3799,5.06
net3800,5.06
net3803,5.06
net3804,5.06
net3841,5.06
net3855,5.06
net3865,5.06
net3888,5.06
net3895,5.06
net3905,5.06
net3921,5.06
net3922,5.06
net3927,5.06
net3934,5.06
net3959,5.06
net3972,5.06
net4023,5.06
net4025,5.06
net4065,5.06
net4069,5.06
net4085,5.06
net4154,5.06
net4234,5.06
net4331,5.06
net4833,5.06
net5006,5.06
net5047,5.06
net5101,5.06
net5109,5.06
_00582_,5.045
_00591_,5.045
_00604_,5.045
_00920_,5.045
_01069_,5.045
_01070_,5.045
_01175_,5.045
_01368_,5.045
_01397_,5.045
_01495_,5.045
_01666_,5.045
_01844_,5.045
_01965_,5.045
_01975_,5.045
_02382_,5.045
_02725_,5.045
_02780_,5.045
_02817_,5.045
_02839_,5.045
_03616_,5.045
_03617_,5.045
_00598_,5.04
_00721_,5.04
_00784_,5.04
_02264_,5.04
_02657_,5.04
_03109_,5.04
_03123_,5.04
_03148_,5.04
_04117_,5.04
_04550_,5.04
_04736_,5.04
_08561_,5.04
_08757_,5.04
_09218_,5.04
_13743_,5.04
net596,5.04
net3333,5.04
net3950,5.04
net4280,5.04
net4844,5.04
u_sram.mem\[1\]\[15\],5.03
_01835_,5.02
_03145_,5.02
_04751_,5.02
_07946_,5.02
_10691_,5.02
_10826_,5.02
u_sram.mem\[28\]\[18\],5.02
u_sram.mem\[28\]\[29\],5.02
u_sram.mem\[37\]\[26\],5.02
u_sram.mem\[43\]\[28\],5.02
u_sram.mem\[51\]\[3\],5.02
net5096,5.02
_01994_,5.015
_02436_,5.015
_02486_,5.015
_01547_,5
_04522_,5
_04915_,5
_07072_,5
_07826_,5
_11775_,5
u_sram.mem\[16\]\[11\],5
u_sram.mem\[19\]\[29\],5
u_sram.mem\[56\]\[26\],5
_00646_,4.985
_00665_,4.985
_01256_,4.985
_01676_,4.985
_02898_,4.985
_04172_,4.985
_00476_,4.975
_01138_,4.975
_02095_,4.975
_03555_,4.975
u_sram.mem\[1\]\[23\],4.975
net899,4.975
net1943,4.975
_00129_,4.97
_00133_,4.97
_00207_,4.97
_00316_,4.97
_00703_,4.965
_01699_,4.965
_02017_,4.965
_02799_,4.965
net137,4.965
net281,4.965
net2118,4.965
net2655,4.965
_08766_,4.96
net4699,4.96
u_sram.mem\[49\]\[9\],4.95
_00460_,4.945
_02464_,4.945
_01492_,4.94
_01710_,4.94
_01896_,4.94
_03889_,4.94
_04345_,4.94
_04514_,4.94
_04870_,4.94
_05437_,4.94
_05893_,4.94
_06630_,4.94
_07091_,4.94
_08201_,4.94
_08314_,4.94
_08363_,4.94
_09015_,4.94
_09639_,4.94
_10277_,4.94
_10448_,4.94
_10459_,4.94
_11575_,4.94
_13119_,4.94
_13597_,4.94
_13829_,4.94
_14002_,4.94
_14085_,4.94
_14104_,4.94
_14127_,4.94
_14140_,4.94
cpu_mem_wdata\[0\],4.94
u_sram.mem\[0\]\[3\],4.94
u_sram.mem\[10\]\[2\],4.94
u_sram.mem\[10\]\[30\],4.94
u_sram.mem\[11\]\[2\],4.94
u_sram.mem\[42\]\[23\],4.94
u_sram.mem\[42\]\[2\],4.94
u_sram.mem\[47\]\[8\],4.94
u_sram.mem\[7\]\[27\],4.94
net4825,4.94
net5004,4.94
net5005,4.94
net5019,4.94
net5048,4.94
net5128,4.94
net5135,4.94
net5167,4.94
_00054_,4.93
_00055_,4.93
_00080_,4.93
_00148_,4.93
_02518_,4.925
_00741_,4.92
_00820_,4.92
_00822_,4.92
_00824_,4.92
_00838_,4.92
_01013_,4.92
_01045_,4.92
_01408_,4.92
_01418_,4.92
_01740_,4.92
_01749_,4.92
_02973_,4.92
_03128_,4.92
_03158_,4.92
_03618_,4.92
_03894_,4.92
_03912_,4.92
_04031_,4.92
_04048_,4.92
_04227_,4.92
_04917_,4.92
_04959_,4.92
_05418_,4.92
_05994_,4.92
_06348_,4.92
_07901_,4.92
_08361_,4.92
_08465_,4.92
_08535_,4.92
_09258_,4.92
_09990_,4.92
_10178_,4.92
_10251_,4.92
_10891_,4.92
_11319_,4.92
_11482_,4.92
_11509_,4.92
_12178_,4.92
_12222_,4.92
_12238_,4.92
_13516_,4.92
_13544_,4.92
_13820_,4.92
_13862_,4.92
_13904_,4.92
_14097_,4.92
_14188_,4.92
_14313_,4.92
cpu_mem_wdata\[14\],4.92
cpu_mem_wdata\[21\],4.92
u_cpu.reg_next_pc\[28\],4.92
u_interconnect.m_axi_wdata\[10\],4.92
u_sram.mem\[16\]\[24\],4.92
u_sram.mem\[17\]\[14\],4.92
u_sram.mem\[20\]\[7\],4.92
u_sram.mem\[23\]\[27\],4.92
u_sram.mem\[24\]\[4\],4.92
u_sram.mem\[27\]\[8\],4.92
u_sram.mem\[30\]\[31\],4.92
u_sram.mem\[46\]\[8\],4.92
u_sram.mem\[51\]\[26\],4.92
u_sram.mem\[54\]\[15\],4.92
u_sram.mem\[58\]\[13\],4.92
u_sram.mem\[7\]\[23\],4.92
u_sram.mem\[7\]\[29\],4.92
u_sram.mem\[9\]\[29\],4.92
net143,4.92
net959,4.92
net1046,4.92
net1216,4.92
net1672,4.92
net2097,4.92
net2247,4.92
net2809,4.92
net3045,4.92
net3318,4.92
net3349,4.92
net3432,4.92
net3831,4.92
net4122,4.92
net4716,4.92
net4767,4.92
net4850,4.92
net4998,4.92
net5094,4.92
net5157,4.92
u_sram.mem\[1\]\[17\],4.91
_01008_,4.9
_04098_,4.9
_06221_,4.9
_06282_,4.9
u_cpu.mem_rdata_q\[2\],4.9
u_sram.mem\[60\]\[8\],4.9
u_sram.mem\[61\]\[28\],4.9
u_sram.mem\[8\]\[26\],4.9
_00418_,4.885
_01878_,4.885
_01999_,4.885
_02735_,4.885
_02902_,4.885
net1504,4.885
_00335_,4.88
_00778_,4.88
_00789_,4.88
_00809_,4.88
_00830_,4.88
_01034_,4.88
_01036_,4.88
_01061_,4.88
_01342_,4.88
_01406_,4.88
_01462_,4.88
_01468_,4.88
_01822_,4.88
_01832_,4.88
_02130_,4.88
_02491_,4.88
_02492_,4.88
_02960_,4.88
_03036_,4.88
_03058_,4.88
_03530_,4.88
_03916_,4.88
_03917_,4.88
_04109_,4.88
_04343_,4.88
_04410_,4.88
_04657_,4.88
_04914_,4.88
_05264_,4.88
_06270_,4.88
_07609_,4.88
_08077_,4.88
_08854_,4.88
_09457_,4.88
_09585_,4.88
_09986_,4.88
_10516_,4.88
_10547_,4.88
_11021_,4.88
_11343_,4.88
_13396_,4.88
_13491_,4.88
_13548_,4.88
_13753_,4.88
_14024_,4.88
_14235_,4.88
cpu_mem_wdata\[19\],4.88
cpu_mem_wdata\[22\],4.88
cpu_mem_wdata\[27\],4.88
u_sram.mem\[0\]\[0\],4.88
u_sram.mem\[0\]\[30\],4.88
u_sram.mem\[10\]\[16\],4.88
u_sram.mem\[10\]\[28\],4.88
u_sram.mem\[14\]\[27\],4.88
u_sram.mem\[1\]\[26\],4.88
u_sram.mem\[1\]\[4\],4.88
u_sram.mem\[20\]\[21\],4.88
u_sram.mem\[23\]\[12\],4.88
u_sram.mem\[27\]\[28\],4.88
u_sram.mem\[2\]\[5\],4.88
u_sram.mem\[36\]\[5\],4.88
u_sram.mem\[44\]\[30\],4.88
u_sram.mem\[46\]\[7\],4.88
u_sram.mem\[52\]\[29\],4.88
u_sram.mem\[53\]\[17\],4.88
u_sram.mem\[53\]\[22\],4.88
u_sram.mem\[59\]\[4\],4.88
u_sram.mem\[59\]\[6\],4.88
u_sram.mem\[60\]\[4\],4.88
u_sram.mem\[60\]\[5\],4.88
u_sram.mem\[63\]\[28\],4.88
u_sram.mem\[6\]\[3\],4.88
net3668,4.88
net4208,4.88
_00911_,4.875
net3368,4.875
_00095_,4.87
_02066_,4.865
_02586_,4.865
_00264_,4.85
_00274_,4.85
_00625_,4.845
_00841_,4.845
_00895_,4.845
_01058_,4.845
_01458_,4.845
_01931_,4.845
_01959_,4.845
_02324_,4.845
_02510_,4.845
_02524_,4.845
_02529_,4.845
_02532_,4.845
_02629_,4.845
_02684_,4.845
_02959_,4.845
_03176_,4.845
_03199_,4.845
_03250_,4.845
_03277_,4.845
_03323_,4.845
_03350_,4.845
_03766_,4.845
_03776_,4.845
_04056_,4.845
net4617,4.845
_09175_,4.84
_02729_,4.825
_01042_,4.82
_03209_,4.82
_03829_,4.82
_03863_,4.82
_03932_,4.82
_05233_,4.82
_06421_,4.82
_06480_,4.82
_06576_,4.82
_10505_,4.82
_11670_,4.82
_12047_,4.82
u_cpu.mem_wordsize\[0\],4.82
u_sram.mem\[54\]\[13\],4.82
u_sram.mem\[54\]\[17\],4.82
_01245_,4.805
_01582_,4.805
_01886_,4.805
_02310_,4.805
_02446_,4.805
_00057_,4.8
_00761_,4.8
_03085_,4.8
_03206_,4.8
_03563_,4.8
_04022_,4.8
_04818_,4.8
_05059_,4.8
_05248_,4.8
_05253_,4.8
_05515_,4.8
_05562_,4.8
_06031_,4.8
_06034_,4.8
_06071_,4.8
_06126_,4.8
_06276_,4.8
_06306_,4.8
_06563_,4.8
_06701_,4.8
_06733_,4.8
_07409_,4.8
_07507_,4.8
_08106_,4.8
_08241_,4.8
_08392_,4.8
_08515_,4.8
_08552_,4.8
_08774_,4.8
_08793_,4.8
_08823_,4.8
_08867_,4.8
_09117_,4.8
_09176_,4.8
_09328_,4.8
_09447_,4.8
_09504_,4.8
_10025_,4.8
_10040_,4.8
_10146_,4.8
_10329_,4.8
_10362_,4.8
_10483_,4.8
_10514_,4.8
_10717_,4.8
_10728_,4.8
_10760_,4.8
_10856_,4.8
_11597_,4.8
_11602_,4.8
_11629_,4.8
_11763_,4.8
_11959_,4.8
_12107_,4.8
_12110_,4.8
_12182_,4.8
_12184_,4.8
_12185_,4.8
_13105_,4.8
_13752_,4.8
_13925_,4.8
_14201_,4.8
u_cpu.reg_out\[8\],4.8
u_sram.mem\[17\]\[27\],4.8
u_sram.mem\[37\]\[1\],4.8
u_sram.mem\[37\]\[6\],4.8
u_sram.mem\[48\]\[11\],4.8
u_sram.mem\[7\]\[13\],4.8
net244,4.8
net2941,4.8
net4199,4.8
net4224,4.8
net4226,4.8
net4420,4.8
net4710,4.8
net5003,4.8
_01905_,4.78
_06186_,4.78
u_cpu.instr_rdcycle,4.78
u_sram.mem\[0\]\[31\],4.78
u_sram.mem\[12\]\[2\],4.78
u_sram.mem\[16\]\[19\],4.78
u_sram.mem\[18\]\[20\],4.78
u_sram.mem\[19\]\[12\],4.78
u_sram.mem\[32\]\[28\],4.78
u_sram.mem\[34\]\[25\],4.78
u_sram.mem\[45\]\[30\],4.78
u_sram.mem\[48\]\[3\],4.78
u_sram.mem\[4\]\[1\],4.78
u_sram.mem\[53\]\[2\],4.78
u_sram.mem\[62\]\[4\],4.78
_06610_,4.77
_00769_,4.765
net2822,4.765
net3297,4.765
net3807,4.765
net4084,4.765
_00278_,4.76
_00363_,4.76
_03034_,4.76
_03097_,4.76
_05406_,4.76
_07182_,4.76
_07983_,4.76
_08259_,4.76
_09393_,4.76
_09721_,4.76
_10221_,4.76
_10302_,4.76
_10434_,4.76
_10499_,4.76
_11132_,4.76
_11442_,4.76
_13646_,4.76
_04166_,4.755
_01279_,4.735
_03001_,4.735
_00232_,4.73
_00251_,4.73
_00344_,4.73
_00466_,4.725
_00518_,4.725
_01216_,4.725
_01310_,4.725
_01367_,4.725
_01511_,4.725
_02474_,4.725
_02542_,4.725
_02805_,4.725
_03022_,4.725
_03285_,4.725
_03468_,4.725
net509,4.725
net4496,4.725
net4572,4.725
net4783,4.725
net5093,4.725
_01595_,4.705
_04054_,4.705
_00437_,4.7
_00719_,4.7
_00903_,4.7
_01116_,4.7
_01212_,4.7
_01523_,4.7
_02007_,4.7
_02262_,4.7
_02451_,4.7
_02798_,4.7
_02845_,4.7
_03172_,4.7
_03281_,4.7
_03565_,4.7
_03637_,4.7
_04820_,4.7
_05001_,4.7
_05431_,4.7
_07715_,4.7
_08664_,4.7
_09433_,4.7
_09698_,4.7
_09717_,4.7
_09871_,4.7
_10122_,4.7
_10180_,4.7
_10494_,4.7
_11684_,4.7
_11695_,4.7
_12232_,4.7
_12921_,4.7
_13980_,4.7
_14551_,4.7
net215,4.7
net216,4.7
net299,4.7
net1069,4.7
net1153,4.7
net1648,4.7
net1783,4.7
net2093,4.7
net2104,4.7
net2340,4.7
net2895,4.7
net3344,4.7
net3674,4.7
net3806,4.7
net3985,4.7
net4387,4.7
_02383_,4.695
_00142_,4.68
_00237_,4.68
_00260_,4.68
_00445_,4.68
_04641_,4.68
_05123_,4.68
_06722_,4.68
_06954_,4.68
_07082_,4.68
_08488_,4.68
_09303_,4.68
_09956_,4.68
_09972_,4.68
_11099_,4.68
_11253_,4.68
_11799_,4.68
_11946_,4.68
_13336_,4.68
u_sram.mem\[0\]\[26\],4.68
u_sram.mem\[28\]\[19\],4.68
u_sram.mem\[43\]\[31\],4.68
net27,4.68
net870,4.68
net2215,4.68
net2633,4.68
net3116,4.68
net3637,4.68
net3810,4.68
net4970,4.68
_04961_,4.66
_05683_,4.66
_09790_,4.66
_09918_,4.66
_11080_,4.66
_11146_,4.66
_11152_,4.66
_11546_,4.66
_11734_,4.66
_11937_,4.66
_12051_,4.66
_14275_,4.66
net991,4.66
net1132,4.66
net1861,4.66
net1906,4.66
net3063,4.66
net3156,4.66
net3581,4.66
net3647,4.66
u_interconnect.s0_axi_rdata\[0\],4.65
_03485_,4.635
_14136_,4.635
_01114_,4.625
_01237_,4.625
_01292_,4.625
_01531_,4.625
_01552_,4.625
_01560_,4.625
_01564_,4.625
_01591_,4.625
_01596_,4.625
_01845_,4.625
_01854_,4.625
_01881_,4.625
_01902_,4.625
_01937_,4.625
_02046_,4.625
_02050_,4.625
_02188_,4.625
_02213_,4.625
_02231_,4.625
_02253_,4.625
_02334_,4.625
_02567_,4.625
_02577_,4.625
_02667_,4.625
_02761_,4.625
_02766_,4.625
_03006_,4.625
_03171_,4.625
_03279_,4.625
_03345_,4.625
_03358_,4.625
_03493_,4.625
_03568_,4.625
_03989_,4.625
net1623,4.625
net1655,4.625
net1710,4.625
net2333,4.625
net2906,4.625
net3700,4.625
net3894,4.625
net3919,4.625
net4451,4.625
net4455,4.625
net4472,4.625
_00245_,4.61
_00268_,4.61
_00694_,4.605
_01970_,4.605
_02844_,4.605
_03177_,4.605
_03291_,4.605
_03363_,4.605
_03483_,4.605
_04625_,4.6
_05158_,4.6
_08433_,4.6
_08683_,4.6
_09184_,4.6
_09414_,4.6
_10082_,4.6
_10795_,4.6
_11001_,4.6
_11603_,4.6
_11830_,4.6
net3990,4.6
net4399,4.6
net4890,4.6
net4987,4.6
net4991,4.6
net5009,4.6
net5015,4.6
net5039,4.6
_00714_,4.585
_00918_,4.585
_01274_,4.585
_01888_,4.585
_01992_,4.585
_02037_,4.585
_02049_,4.585
_02139_,4.585
_02198_,4.585
_02337_,4.585
_02447_,4.585
_02591_,4.585
_03182_,4.585
_03500_,4.585
_03965_,4.585
_04979_,4.58
_06269_,4.58
_08499_,4.58
_08741_,4.58
_09230_,4.58
_10911_,4.58
_11920_,4.58
_13908_,4.58
net1656,4.58
net1894,4.58
net2292,4.58
net2733,4.58
net3493,4.58
net3515,4.58
net3632,4.58
net3686,4.58
net3695,4.58
net3726,4.58
net3958,4.58
net4592,4.58
net4925,4.58
net4941,4.58
net4943,4.58
net5102,4.58
_08838_,4.57
_03184_,4.56
_04683_,4.56
_08233_,4.56
_08713_,4.56
_09252_,4.56
_11620_,4.56
_13096_,4.56
u_sram.mem\[39\]\[6\],4.56
u_sram.mem\[55\]\[24\],4.56
u_sram.mem\[8\]\[24\],4.56
u_sram.mem\[8\]\[25\],4.56
u_sram.w_data_r\[3\],4.56
net4757,4.55
_00083_,4.54
_00120_,4.54
_00774_,4.54
_00803_,4.54
_04204_,4.54
_06941_,4.54
_14401_,4.54
u_sram.mem\[35\]\[3\],4.54
u_sram.mem\[50\]\[14\],4.54
net3602,4.54
_00499_,4.535
_02199_,4.535
_00377_,4.53
_11811_,4.53
_00442_,4.525
_00559_,4.525
_00647_,4.525
_00913_,4.525
_02528_,4.525
_02559_,4.525
_03389_,4.525
_03967_,4.525
_04174_,4.525
_04243_,4.525
_05056_,4.525
_08672_,4.52
_00082_,4.51
_00350_,4.51
_00351_,4.51
_01936_,4.505
_02011_,4.505
_02166_,4.505
_02247_,4.505
_02625_,4.505
_02672_,4.505
_02774_,4.505
_02950_,4.505
_03558_,4.505
_03692_,4.505
net292,4.505
net886,4.505
net1232,4.505
net3812,4.505
_01086_,4.485
_03708_,4.485
_00722_,4.48
_00726_,4.48
_00767_,4.48
_00813_,4.48
_00826_,4.48
_00828_,4.48
_00836_,4.48
_00864_,4.48
_00893_,4.48
_01004_,4.48
_01026_,4.48
_01033_,4.48
_01035_,4.48
_01051_,4.48
_01130_,4.48
_01235_,4.48
_01336_,4.48
_01727_,4.48
_01729_,4.48
_01733_,4.48
_01741_,4.48
_01746_,4.48
_01787_,4.48
_01805_,4.48
_01814_,4.48
_01819_,4.48
_02347_,4.48
_02924_,4.48
_03028_,4.48
_03061_,4.48
_03091_,4.48
_03215_,4.48
_03254_,4.48
_03274_,4.48
_03828_,4.48
_03832_,4.48
_03833_,4.48
_03834_,4.48
_03839_,4.48
_03861_,4.48
_03867_,4.48
_03877_,4.48
_03888_,4.48
_03891_,4.48
_03895_,4.48
_03899_,4.48
_03919_,4.48
_03926_,4.48
_03930_,4.48
_03931_,4.48
_04087_,4.48
_04124_,4.48
_04196_,4.48
_04198_,4.48
_04199_,4.48
_04213_,4.48
_04216_,4.48
_04263_,4.48
_04264_,4.48
_04267_,4.48
_04282_,4.48
_04966_,4.48
_05529_,4.48
_05581_,4.48
_06215_,4.48
_06358_,4.48
_06503_,4.48
_06595_,4.48
_06647_,4.48
_06693_,4.48
_06804_,4.48
_06964_,4.48
_07167_,4.48
_08428_,4.48
_08636_,4.48
_09148_,4.48
_09351_,4.48
_09620_,4.48
_09941_,4.48
_09948_,4.48
_10143_,4.48
_10474_,4.48
_11904_,4.48
_13175_,4.48
_13661_,4.48
_13698_,4.48
_13879_,4.48
_14060_,4.48
_14178_,4.48
u_sram.mem\[5\]\[21\],4.48
_00068_,4.47
_00077_,4.47
_00099_,4.47
_00305_,4.47
_00388_,4.47
_01437_,4.465
_00036_,4.46
_00329_,4.46
_00742_,4.46
_00752_,4.46
_00780_,4.46
_00814_,4.46
_00976_,4.46
_01030_,4.46
_01335_,4.46
_01745_,4.46
_01800_,4.46
_02062_,4.46
_02540_,4.46
_03068_,4.46
_03105_,4.46
_03162_,4.46
_03167_,4.46
_03977_,4.46
_04036_,4.46
_04111_,4.46
_04116_,4.46
_04634_,4.46
_05066_,4.46
_05071_,4.46
_05229_,4.46
_05890_,4.46
_06153_,4.46
_06154_,4.46
_06274_,4.46
_06545_,4.46
_06683_,4.46
_06727_,4.46
_06836_,4.46
_06853_,4.46
_06999_,4.46
_07166_,4.46
_07534_,4.46
_07570_,4.46
_07699_,4.46
_07964_,4.46
_08092_,4.46
_08096_,4.46
_08105_,4.46
_08446_,4.46
_08520_,4.46
_08545_,4.46
_08677_,4.46
_09254_,4.46
_09580_,4.46
_09749_,4.46
_09920_,4.46
_10066_,4.46
_10342_,4.46
_10431_,4.46
_10493_,4.46
_10506_,4.46
_10563_,4.46
_10672_,4.46
_10802_,4.46
_11060_,4.46
_11176_,4.46
_11385_,4.46
_11753_,4.46
_13108_,4.46
_13328_,4.46
_13628_,4.46
_13937_,4.46
_14036_,4.46
_14469_,4.46
_14536_,4.46
u_cpu.reg_sh\[4\],4.46
u_interconnect.m_axi_araddr\[21\],4.46
u_interconnect.m_axi_araddr\[31\],4.46
u_interconnect.m_axi_wdata\[11\],4.46
u_sram.mem\[10\]\[10\],4.46
u_sram.mem\[15\]\[27\],4.46
u_sram.mem\[15\]\[29\],4.46
u_sram.mem\[20\]\[10\],4.46
u_sram.mem\[20\]\[28\],4.46
u_sram.mem\[20\]\[2\],4.46
u_sram.mem\[22\]\[28\],4.46
u_sram.mem\[23\]\[11\],4.46
u_sram.mem\[23\]\[23\],4.46
u_sram.mem\[27\]\[0\],4.46
u_sram.mem\[31\]\[3\],4.46
u_sram.mem\[35\]\[20\],4.46
u_sram.mem\[42\]\[26\],4.46
u_sram.mem\[49\]\[18\],4.46
u_sram.mem\[52\]\[4\],4.46
u_sram.mem\[54\]\[1\],4.46
u_sram.mem\[5\]\[11\],4.46
u_uart.buf_data\[1\],4.46
net17,4.46
net187,4.46
net544,4.46
net799,4.46
net856,4.46
net1827,4.46
net1989,4.46
net2040,4.46
net2936,4.46
net2950,4.46
net4109,4.46
net4203,4.46
net4211,4.46
net4995,4.46
net4996,4.46
net5050,4.46
_01919_,4.445
_01455_,4.44
_01576_,4.44
_02404_,4.44
_06205_,4.44
_07405_,4.44
_10037_,4.44
_11454_,4.44
u_sram.mem\[24\]\[31\],4.44
u_sram.mem\[28\]\[23\],4.44
u_sram.mem\[52\]\[12\],4.44
u_sram.mem\[54\]\[28\],4.44
u_sram.mem\[56\]\[16\],4.44
net4471,4.44
net4560,4.44
net4576,4.44
net4680,4.44
_03589_,4.435
net2080,4.435
_00500_,4.425
_00522_,4.425
_00531_,4.425
_00713_,4.425
_01632_,4.425
_02217_,4.425
_02424_,4.425
_02659_,4.425
_02686_,4.425
_03240_,4.425
_03242_,4.425
_03540_,4.425
_03579_,4.425
_03612_,4.425
_03799_,4.425
_04188_,4.425
net682,4.425
_00196_,4.42
_00219_,4.42
_00730_,4.42
_00734_,4.42
_00758_,4.42
_00779_,4.42
_00819_,4.42
_00853_,4.42
_01025_,4.42
_01049_,4.42
_01062_,4.42
_01154_,4.42
_01313_,4.42
_01429_,4.42
_01480_,4.42
_01738_,4.42
_01803_,4.42
_02063_,4.42
_02933_,4.42
_02947_,4.42
_02989_,4.42
_03012_,4.42
_03089_,4.42
_03092_,4.42
_03099_,4.42
_03327_,4.42
_03621_,4.42
_03811_,4.42
_03815_,4.42
_03848_,4.42
_03871_,4.42
_03873_,4.42
_03875_,4.42
_03887_,4.42
_03900_,4.42
_03902_,4.42
_03906_,4.42
_03909_,4.42
_03910_,4.42
_03914_,4.42
_03918_,4.42
_03920_,4.42
_03934_,4.42
_03935_,4.42
_04016_,4.42
_04081_,4.42
_04104_,4.42
_04105_,4.42
_04136_,4.42
_04151_,4.42
_04258_,4.42
_04273_,4.42
_04286_,4.42
_04704_,4.42
_05085_,4.42
_05179_,4.42
_05207_,4.42
_05806_,4.42
_06045_,4.42
_06734_,4.42
_07361_,4.42
_07615_,4.42
_08440_,4.42
_09915_,4.42
_10118_,4.42
_10849_,4.42
_11113_,4.42
_13811_,4.42
_13995_,4.42
_14122_,4.42
cpu_mem_addr\[17\],4.42
u_cpu.count_instr\[3\],4.42
u_cpu.reg_next_pc\[26\],4.42
u_interconnect.m_axi_wdata\[0\],4.42
u_interconnect.s0_axi_rdata\[24\],4.42
u_sram.mem\[10\]\[11\],4.42
u_sram.mem\[18\]\[4\],4.42
u_sram.mem\[21\]\[11\],4.42
u_sram.mem\[22\]\[0\],4.42
u_sram.mem\[23\]\[29\],4.42
u_sram.mem\[25\]\[7\],4.42
u_sram.mem\[26\]\[5\],4.42
u_sram.mem\[27\]\[21\],4.42
u_sram.mem\[27\]\[29\],4.42
u_sram.mem\[31\]\[6\],4.42
u_sram.mem\[52\]\[13\],4.42
u_sram.mem\[56\]\[9\],4.42
u_sram.mem\[58\]\[22\],4.42
u_uart.w_byte\[6\],4.42
net2293,4.42
_00174_,4.41
_03273_,4.405
_00461_,4.385
_00494_,4.385
_00495_,4.385
_00652_,4.385
_00709_,4.385
_00907_,4.385
_01056_,4.385
_01072_,4.385
_01121_,4.385
_01217_,4.385
_01220_,4.385
_01280_,4.385
_01374_,4.385
_01387_,4.385
_01559_,4.385
_01653_,4.385
_01981_,4.385
_02012_,4.385
_02137_,4.385
_02212_,4.385
_02397_,4.385
_02522_,4.385
_02740_,4.385
_02785_,4.385
_02835_,4.385
_02848_,4.385
_02862_,4.385
_02891_,4.385
_02985_,4.385
_02993_,4.385
_03009_,4.385
_03228_,4.385
_03230_,4.385
_03328_,4.385
_03412_,4.385
_03463_,4.385
_03628_,4.385
_03735_,4.385
_03807_,4.385
net943,4.385
net1097,4.385
net1773,4.385
net2263,4.385
net4216,4.385
_03554_,4.375
_02669_,4.36
_04894_,4.36
_08519_,4.36
_08594_,4.36
_08667_,4.36
_08688_,4.36
_09196_,4.36
_10544_,4.36
_10571_,4.36
_12225_,4.36
_14151_,4.36
_14327_,4.36
u_cpu.count_instr\[5\],4.36
u_sram.mem\[58\]\[17\],4.36
_10816_,4.35
_00754_,4.34
_00989_,4.34
_01793_,4.34
_03103_,4.34
_03698_,4.34
_04025_,4.34
_04975_,4.34
_04993_,4.34
_05777_,4.34
_06063_,4.34
_06120_,4.34
_06319_,4.34
_06778_,4.34
_07025_,4.34
_07484_,4.34
_07520_,4.34
_08212_,4.34
_08230_,4.34
_08255_,4.34
_08367_,4.34
_08385_,4.34
_08399_,4.34
_08461_,4.34
_08575_,4.34
_08586_,4.34
_08694_,4.34
_08978_,4.34
_09059_,4.34
_09270_,4.34
_09429_,4.34
_09572_,4.34
_09640_,4.34
_09647_,4.34
_10258_,4.34
_10323_,4.34
_10555_,4.34
_10697_,4.34
_10946_,4.34
_11142_,4.34
_11453_,4.34
_11733_,4.34
_12050_,4.34
_12149_,4.34
_13067_,4.34
_13181_,4.34
_14009_,4.34
u_interconnect.m_axi_araddr\[24\],4.34
u_sram.mem\[2\]\[30\],4.34
u_sram.mem\[36\]\[21\],4.34
u_sram.mem\[36\]\[26\],4.34
u_sram.mem\[43\]\[15\],4.34
u_sram.mem\[48\]\[19\],4.34
u_sram.mem\[50\]\[13\],4.34
